locus_tag,gene_name,accession,old_locus_tag,start,stop,strand,gene_product,COG,uniprot,operon
Rv0815c,cysA2,NC_000962.3,,908485,909318,-,thiosulfate sulfurtransferase CysA,Inorganic ion transport and metabolism,P9WHF9,Op522
Rv0816c,thiX,NC_000962.3,,909611,910033,-,thioredoxin ThiX,Energy production and conversion,I6Y8V2,Op523
Rv0817c,Rv0817c,NC_000962.3,,910030,910842,-,hypothetical protein,Function unknown,I6WZH9,Op523
Rv0818,Rv0818,NC_000962.3,,910972,911739,+,transcriptional regulator,Transcription,O53830,Op524
Rv0819,mshD,NC_000962.3,,911736,912683,+,mycothiol acetyltransferase,Transcription,P9WJM7,Op524
Rv0820,phoT,NC_000962.3,,912726,913502,+,phosphate ABC transporter ATP-binding protein PhoT,Inorganic ion transport and metabolism,P9WQL1,Op525
Rv0821c,phoY2,NC_000962.3,,913558,914199,-,phosphate-transport system transcriptional regulator PhoY2,Inorganic ion transport and metabolism,P9WI95,Op526
Rv0822c,Rv0822c,NC_000962.3,,914257,916311,-,hypothetical protein,Transcription,I6WZI4,Op527
Rv0823c,Rv0823c,NC_000962.3,,916477,917646,-,tRNA-dihydrouridine synthase,"Translation, ribosomal structure and biogenesis",P9WNS7,Op528
Rv0824c,desA1,NC_000962.3,,917734,918750,-,acyl-ACP desaturase DesA,Nucleotide transport and metabolism,P9WNZ7,Op529
Rv0825c,Rv0825c,NC_000962.3,,918912,919553,-,hypothetical protein,Transcription,O53836,Op530
Rv0826,Rv0826,NC_000962.3,,919634,920689,+,hypothetical protein,Function unknown,O53837,Op531
Rv0827c,kmtR,NC_000962.3,,920741,921133,-,HTH-type transcriptional regulator KmtR,Transcription,O53838,Op532
Rv0828c,Rv0828c,NC_000962.3,,921191,921613,-,deaminase,Nucleotide transport and metabolism,O53839,Op533
Rv0830,Rv0830,NC_000962.3,,921970,922875,+,S-adenosylmethionine-dependent methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",P9WFI3,Op534
Rv0831c,Rv0831c,NC_000962.3,,922894,923709,-,hypothetical protein,No COG annotation,O53842,Op535
Rv0832,PE_PGRS12,NC_000962.3,,924951,925364,+,PE-PGRS family protein PE_PGRS12,Energy production and conversion,Q79FV8,Op536
Rv0833,PE_PGRS13,NC_000962.3,,925361,927610,+,PE-PGRS family protein PE_PGRS13,No COG annotation,Q79FV7,Op536
Rv0834c,PE_PGRS14,NC_000962.3,,927837,930485,-,PE-PGRS family protein PE_PGRS14,No COG annotation,Q79FV6,Op537
Rv0835,lpqQ,NC_000962.3,,930953,931597,+,lipoprotein LpqQ,Function unknown,O53846,Op538
Rv0836c,Rv0836c,NC_000962.3,,932279,932932,-,hypothetical protein,Function unknown,O53848,Op539
Rv0837c,Rv0837c,NC_000962.3,,933003,934031,-,hypothetical protein,Function unknown,I6Y4Y1,Op540
Rv0838,lpqR,NC_000962.3,,934720,935490,+,lipoprotein LpqR,Cell wall/membrane/envelope biogenesis,O53850,Op541
Rv0839,Rv0839,NC_000962.3,,935577,936389,+,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",I6X9X6,Op542
Rv0840c,pip,NC_000962.3,,936457,937317,-,proline iminopeptidase,Function unknown,I6Y8X0,Op543
Rv0841,Rv0841,NC_000962.3,,937593,937835,+,transmembrane protein,Amino acid transport and metabolism,I6WZK3,Op544
Rv0842,Rv0842,NC_000962.3,,938112,939404,+,integral membrane protein,Amino acid transport and metabolism,O53854,Op545
Rv0843,Rv0843,NC_000962.3,,939388,940392,+,dehydrogenase,Energy production and conversion,I6XWE5,Op545
Rv0844c,narL,NC_000962.3,,940456,941106,-,nitrate/nitrite response transcriptional regulator NarL,Transcription,P9WGM5,Op546
Rv0845,Rv0845,NC_000962.3,,941190,942467,+,sensor histidine kinase NarS,Signal transduction mechanisms,O53857,Op547
Rv0846c,Rv0846c,NC_000962.3,,942680,944194,-,oxidase,"Secondary metabolites biosynthesis, transport, and catabolism",I6WZK7,Op548
Rv0847,lpqS,NC_000962.3,,944343,944735,+,lipoprotein LpqS,No COG annotation,O53859,Op549
Rv0848,cysK2,NC_000962.3,,944938,946056,+,cysteine synthase CysK,Amino acid transport and metabolism,Q79FV4,Op550
Rv0849,Rv0849,NC_000962.3,,946056,947315,+,MFS-type transporter,Amino acid transport and metabolism,P9WJX5,Op550
Rv0851c,Rv0851c,NC_000962.3,,947641,948468,-,short-chain type dehydrogenase/reductase,Lipid transport and metabolism,O53863,Op551
Rv0852,Rv0852,NC_000962.3,,948757,949395,+,hypothetical protein,No COG annotation,UPI00005EE45E,Op552
Rv0853c,pdc,NC_000962.3,,949436,951118,-,alpha-keto-acid decarboxylase,Carbohydrate transport and metabolism,P9WG37,Op553
Rv0854,Rv0854,NC_000962.3,,951183,951626,+,hypothetical protein,Function unknown,I6X9Y7,Op554
Rv0855,far,NC_000962.3,,951632,952711,+,fatty-acid-CoA racemase,Energy production and conversion,I6Y8Y0,Op554
Rv0856,Rv0856,NC_000962.3,,952825,953229,+,hypothetical protein,Function unknown,O53868,Op555
Rv0857,Rv0857,NC_000962.3,,953257,953730,+,hypothetical protein,Function unknown,I6Y4Z9,Op555
Rv0858c,dapC,NC_000962.3,,953727,954920,-,N-succinyldiaminopimelate aminotransferase DapC,Amino acid transport and metabolism,P9WPZ5,Op556
Rv0859,Rv0859,NC_000962.3,,955077,956288,+,acyltransferase,Lipid transport and metabolism,O53871,Op557
Rv0860,fadB,NC_000962.3,,956293,958455,+,fatty oxidation protein FadB,Lipid transport and metabolism,O53872,Op557
Rv0861c,ercc3,NC_000962.3,,958523,960151,-,DNA helicase Ercc3,"Replication, recombination and repair",O53873,Op558
Rv0862c,Rv0862c,NC_000962.3,,960342,962612,-,hypothetical protein,Transcription,O53874,Op559
Rv0863,Rv0863,NC_000962.3,,962680,962880,+,hypothetical protein,No COG annotation,UPI0001E61DC7,Op560
Rv0864,moaC2,NC_000962.3,,962890,963393,+,cyclic pyranopterin monophosphate synthase accessory protein,Coenzyme transport and metabolism,P9WJR7,Op560
Rv0865,mog,NC_000962.3,,963390,963872,+,molybdopterin biosynthesis protein,Coenzyme transport and metabolism,I6Y8Y8,Op560
Rv0866,moaE2,NC_000962.3,,963869,964294,+,molybdopterin synthase catalytic subunit 2,Coenzyme transport and metabolism,P9WJR1,Op560
Rv0867c,rpfA,NC_000962.3,,964312,965535,-,resuscitation-promoting factor RpfA,Function unknown,P9WG31,Op561
Rv0868c,moaD2,NC_000962.3,,965983,966261,-,cyclic pyranopterin monophosphate synthase,Coenzyme transport and metabolism,I6XWG2,Op562
Rv0869c,moaA2,NC_000962.3,,966265,967347,-,molybdenum cofactor biosynthesis protein MoaA,Coenzyme transport and metabolism,P9WJS1,Op562
Rv0870c,Rv0870c,NC_000962.3,,967344,967733,-,integral membrane protein,Function unknown,I6Y8Z3,Op562
Rv0871,cspB,NC_000962.3,,967898,968305,+,cold shock-like protein CspB,Transcription,I6WZM9,Op563
Rv0872c,PE_PGRS15,NC_000962.3,,968424,970244,-,PE-PGRS family protein PE_PGRS15,Lipid transport and metabolism,Q79FV3,Op564
Rv0873,fadE10,NC_000962.3,,970505,972457,+,acyl-CoA dehydrogenase,Lipid transport and metabolism,P9WQF7,Op565
Rv0874c,Rv0874c,NC_000962.3,,972546,973706,-,hypothetical protein,Function unknown,P9WKR9,Op566
Rv0875c,Rv0875c,NC_000962.3,,973806,974294,-,hypothetical protein,Function unknown,P9WKR7,Op567
Rv0876c,Rv0876c,NC_000962.3,,974291,975937,-,transmembrane protein,Amino acid transport and metabolism,P9WKR5,Op567
Rv0877,Rv0877,NC_000962.3,,976075,976863,+,hypothetical protein,Function unknown,P9WKR3,Op568
Rv0878c,PPE13,NC_000962.3,,976872,978203,-,PPE family protein PPE13,Cell motility,P9WI35,Op569
Rv0879c,Rv0879c,NC_000962.3,,978481,978756,-,transmembrane protein,Function unknown,P9WKR1,Op570
Rv0880,Rv0880,NC_000962.3,,978934,979365,+,HTH-type transcriptional regulator,Transcription,P9WMF1,Op571
Rv0881,Rv0881,NC_000962.3,,979362,980228,+,tRNA/rRNA methyltransferase,"Translation, ribosomal structure and biogenesis",P9WFY3,Op571
Rv0882,Rv0882,NC_000962.3,,980225,980509,+,transmembrane protein,Function unknown,P9WKQ9,Op571
Rv0883c,Rv0883c,NC_000962.3,,980506,981267,-,hypothetical protein,Function unknown,P9WKQ7,Op572
Rv0884c,serC,NC_000962.3,,981424,982554,-,phosphoserine aminotransferase,Amino acid transport and metabolism,P9WQ73,Op573
Rv0885,Rv0885,NC_000962.3,,982762,983784,+,hypothetical protein,Function unknown,P9WKQ5,Op574
Rv0886,fprB,NC_000962.3,,983803,985530,+,ferredoxin/ferredoxin--NADP reductase,Energy production and conversion,P9WJI1,Op574
Rv0887c,Rv0887c,NC_000962.3,,985513,985971,-,hypothetical protein,Function unknown,P9WKQ3,Op575
Rv0888,Rv0888,NC_000962.3,,987233,988705,+,hypothetical protein,Function unknown,P9WKQ1,Op576
Rv0889c,citA,NC_000962.3,,988740,989861,-,citrate synthase 2,Energy production and conversion,P9WPD3,Op577
Rv0890c,Rv0890c,NC_000962.3,,989948,992596,-,HTH-type transcriptional regulator,Transcription,P9WMG1,Op578
Rv0891c,Rv0891c,NC_000962.3,,992598,993455,-,hypothetical protein,Transcription,P9WMV1,Op578
Rv0892,Rv0892,NC_000962.3,,993853,995340,+,monooxygenase,Inorganic ion transport and metabolism,P9WNG1,Op579
Rv0893c,Rv0893c,NC_000962.3,,995318,996295,-,S-adenosylmethionine-dependent methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",P9WFI1,Op580
Rv0894,Rv0894,NC_000962.3,,996524,997705,+,transcriptional regulator,Transcription,P9WKP9,Op581
Rv0895,Rv0895,NC_000962.3,,997782,999299,+,diacyglycerol O-acyltransferase,Lipid transport and metabolism,P9WKA3,Op582
Rv0896,gltA2,NC_000962.3,,999472,1000767,+,citrate synthase 1,Energy production and conversion,P9WPD5,Op583
Rv0897c,Rv0897c,NC_000962.3,,1000808,1002415,-,oxidoreductase,"Secondary metabolites biosynthesis, transport, and catabolism",P9WKP7,Op584
Rv0898c,Rv0898c,NC_000962.3,,1002441,1002704,-,hypothetical protein,Function unknown,P9WKP5,Op584
Rv0899,arfA,NC_000962.3,,1002812,1003792,+,peptidoglycan-binding protein ArfA,Cell wall/membrane/envelope biogenesis,P9WIU5,Op585
Rv0900,arfB,NC_000962.3,,1003805,1003957,+,membrane protein,No COG annotation,P9WJG7,Op585
Rv0901,arfC,NC_000962.3,,1003957,1004484,+,membrane protein,No COG annotation,P9WJG5,Op585
Rv0902c,prrB,NC_000962.3,,1004501,1005841,-,two component sensor histidine kinase PrrB,Signal transduction mechanisms,P9WGK7,Op586
Rv0903c,prrA,NC_000962.3,,1005852,1006562,-,two component transcriptional regulator PrrA,Transcription,P9WGM1,Op586
Rv0904c,accD3,NC_000962.3,,1006693,1008180,-,acetyl-CoAcarboxylase carboxyl transferase subunit beta,Lipid transport and metabolism,P9WQH9,Op587
Rv0905,echA6,NC_000962.3,,1008207,1008938,+,enoyl-CoA hydratase EchA6,Lipid transport and metabolism,P9WNP1,Op588
Rv0906,Rv0906,NC_000962.3,,1008944,1010062,+,hypothetical protein,Function unknown,P9WKP3,Op588
Rv0907,Rv0907,NC_000962.3,,1010136,1011734,+,hypothetical protein,Defense mechanisms,O05900,Op589
Rv0908,ctpE,NC_000962.3,,1011731,1014124,+,metal cation transporter ATPase E,Inorganic ion transport and metabolism,P9WPT1,Op589
Rv0909,Rv0909,NC_000962.3,,1014681,1014860,+,antitoxin,Function unknown,P9WJ07,Op590
Rv0910,Rv0910,NC_000962.3,,1014866,1015300,+,toxin,Function unknown,P9WJ05,Op590
Rv0911,Rv0911,NC_000962.3,,1015398,1016171,+,hypothetical protein,Function unknown,I6XA34,Op591
Rv0912,Rv0912,NC_000962.3,,1016236,1016685,+,transmembrane protein,No COG annotation,O05904,Op592
Rv0913c,Rv0913c,NC_000962.3,,1017217,1018725,-,dioxygenase,"Secondary metabolites biosynthesis, transport, and catabolism",I6Y551,Op593
Rv0914c,Rv0914c,NC_000962.3,,1018727,1019965,-,lipid carrier protein or keto acyl-CoA thiolase,Lipid transport and metabolism,I6XWJ8,Op593
Rv0915c,PPE14,NC_000962.3,,1020058,1021329,-,PPE family protein PPE14,Cell motility,P9WI33,Op594
Rv0916c,PE7,NC_000962.3,,1021344,1021643,-,PE family protein PE7,Lipid transport and metabolism,I6Y936,Op594
Rv0917,betP,NC_000962.3,,1022087,1023868,+,glycine betaine transport integral membrane protein BetP,"Intracellular trafficking, secretion, and vesicular transport",P9WPR7,Op595
Rv0918,Rv0918,NC_000962.3,,1024211,1024687,+,hypothetical protein,Function unknown,O05910,Op596
Rv0919,Rv0919,NC_000962.3,,1024684,1025184,+,GCN5-like N-acetyltransferase,Transcription,I6XA42,Op596
Rv0920c,Rv0920c,NC_000962.3,,1025497,1026816,-,transposase,"Replication, recombination and repair",I6Y941,Op597
Rv0921,Rv0921,NC_000962.3,,1027104,1027685,+,resolvase,"Replication, recombination and repair",I6WZS4,Op598
Rv0922,Rv0922,NC_000962.3,,1027685,1029337,+,transposase,"Replication, recombination and repair",I6Y560,Op598
Rv0923c,Rv0923c,NC_000962.3,,1029513,1030577,-,hypothetical protein,Energy production and conversion,I6XWK6,Op599
Rv0924c,mntH,NC_000962.3,,1030578,1031864,-,divalent metal cation transporter MntH,Inorganic ion transport and metabolism,P9WIZ5,Op599
Rv0925c,Rv0925c,NC_000962.3,,1031896,1032633,-,hypothetical protein,Function unknown,I6Y946,Op599
Rv0926c,Rv0926c,NC_000962.3,,1032710,1033786,-,hypothetical protein,Function unknown,I6WZS8,Op600
Rv0927c,Rv0927c,NC_000962.3,,1033840,1034631,-,oxidoreductase,Lipid transport and metabolism,P9WGQ5,Op601
Rv0928,pstS3,NC_000962.3,,1034903,1036015,+,phosphate ABC transporter substrate-binding lipoprotein PstS,Inorganic ion transport and metabolism,P9WGT7,Op602
Rv0929,pstC2,NC_000962.3,,1036028,1037002,+,phosphate ABC transporter permease PstC,Inorganic ion transport and metabolism,P9WG05,Op602
Rv0930,pstA1,NC_000962.3,,1036999,1037925,+,phosphate ABC transporter permease PstA,Inorganic ion transport and metabolism,P9WG11,Op602
Rv0931c,pknD,NC_000962.3,,1037920,1039914,-,serine/threonine-protein kinase PknD,Transcription,P9WI79,Op603
Rv0932c,pstS2,NC_000962.3,,1039936,1041048,-,phosphate ABC transporter substrate-binding lipoprotein PstS,Inorganic ion transport and metabolism,P9WGT9,Op603
Rv0933,pstB,NC_000962.3,,1041264,1042094,+,phosphate ABC transporter ATP-binding protein PstB,Inorganic ion transport and metabolism,P9WQK9,Op604
Rv0934,pstS1,NC_000962.3,,1042115,1043239,+,phosphate ABC transporter substrate-binding lipoprotein PstS,Inorganic ion transport and metabolism,P9WGU1,Op604
Rv0935,pstC1,NC_000962.3,,1043299,1044315,+,phosphate ABC transporter permease PstC,Inorganic ion transport and metabolism,P9WG07,Op604
Rv0936,pstA2,NC_000962.3,,1044317,1045222,+,phosphate ABC transporter permease PstA,Inorganic ion transport and metabolism,P9WG09,Op604
Rv0937c,mku,NC_000962.3,,1045199,1046020,-,non-homologous end joining protein Ku,"Replication, recombination and repair",P9WKD9,Op605
Rv0938,ligD,NC_000962.3,,1046136,1048415,+,multifunctional non-homologous end joining DNA repair protein/ATP dependent DNA ligase LigD,"Replication, recombination and repair",P9WNV3,Op606
Rv0939,Rv0939,NC_000962.3,,1048412,1050346,+,bifunctional 2-hydroxyhepta-2%2C4-diene-1%2C7-dioate isomerase/cyclase/dehydrase,"Secondary metabolites biosynthesis, transport, and catabolism",O86346,Op606
Rv0940c,Rv0940c,NC_000962.3,,1050593,1051459,-,oxidoreductase,Energy production and conversion,P9WKP1,Op607
Rv0941c,Rv0941c,NC_000962.3,,1051544,1052317,-,hypothetical protein,Signal transduction mechanisms,P71568,Op608
Rv0942,Rv0942,NC_000962.3,,1052360,1052638,+,hypothetical protein,No COG annotation,P9WKN9,Op609
Rv0943c,Rv0943c,NC_000962.3,,1052696,1053736,-,monooxygenase,Inorganic ion transport and metabolism,P9WKN7,Op610
Rv0944,Rv0944,NC_000962.3,,1053765,1054241,+,formamidopyrimidine-DNA glycosylase,"Replication, recombination and repair",L0T864,Op611
Rv0945,Rv0945,NC_000962.3,,1054247,1055008,+,oxidoreductase,Function unknown,P9WGR7,Op611
Rv0946c,pgi,NC_000962.3,,1055024,1056685,-,glucose-6-phosphate isomerase,Carbohydrate transport and metabolism,P9WN69,Op612
Rv0948c,Rv0948c,NC_000962.3,,1057646,1057963,-,chorismate mutase,Amino acid transport and metabolism,P9WIC1,Op613
Rv0949,uvrD1,NC_000962.3,,1058260,1060575,+,ATP-dependent DNA helicase UvrD,"Replication, recombination and repair",P9WMQ1,Op614
Rv0950c,Rv0950c,NC_000962.3,,1060656,1061654,-,hypothetical protein,Cell wall/membrane/envelope biogenesis,P71560,Op615
Rv0951,sucC,NC_000962.3,,1061964,1063127,+,succinyl-CoA ligase subunit beta,Nucleotide transport and metabolism,P9WGC5,Op616
Rv0952,sucD,NC_000962.3,,1063140,1064051,+,succinyl-CoA ligase subunit alpha,Energy production and conversion,P9WGC7,Op616
Rv0953c,Rv0953c,NC_000962.3,,1064114,1064962,-,oxidoreductase,Energy production and conversion,P9WKN5,Op617
Rv0954,Rv0954,NC_000962.3,,1065127,1066038,+,transmembrane protein,Function unknown,P9WIR9,Op618
Rv0955,Rv0955,NC_000962.3,,1066078,1067445,+,integral membrane protein,No COG annotation,P9WKN3,Op618
Rv0956,purN,NC_000962.3,,1067561,1068208,+,phosphoribosylglycinamide formyltransferase PurN,Nucleotide transport and metabolism,P9WHM5,Op619
Rv0957,purH,NC_000962.3,,1068205,1069776,+,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosinemonophosphate cyclohydrolase,Nucleotide transport and metabolism,P9WHM7,Op619
Rv0958,Rv0958,NC_000962.3,,1069883,1071262,+,magnesium chelatase,Coenzyme transport and metabolism,P71552,Op620
Rv0959,Rv0959,NC_000962.3,,1071255,1073273,+,hypothetical protein,Function unknown,P9WKN1,Op620
Rv0959A,vapB9,NC_000962.3,,1073327,1073548,+,antitoxin VapB9,No COG annotation,P9WJ55,Op621
Rv0960,vapC9,NC_000962.3,,1073545,1073928,+,ribonuclease VapC9,Function unknown,P9WFA9,Op621
Rv0961,Rv0961,NC_000962.3,,1074074,1074421,+,integral membrane protein,No COG annotation,P9WKM9,Op622
Rv0962c,lprP,NC_000962.3,,1074440,1075114,-,lipoprotein LprP,Function unknown,P9WK39,Op623
Rv0963c,Rv0963c,NC_000962.3,,1075297,1076097,-,hypothetical protein,Amino acid transport and metabolism,P9WKM7,Op624
Rv0964c,Rv0964c,NC_000962.3,,1076196,1076678,-,hypothetical protein,Energy production and conversion,P9WKM5,Op625
Rv0965c,Rv0965c,NC_000962.3,,1076778,1077197,-,hypothetical protein,No COG annotation,P9WKM3,Op626
Rv0966c,Rv0966c,NC_000962.3,,1077233,1077835,-,hypothetical protein,Function unknown,P9WKM1,Op626
Rv0967,csoR,NC_000962.3,,1077975,1078334,+,copper-sensing transcriptional repressor CsoR,Transcription,P9WP49,Op627
Rv0968,Rv0968,NC_000962.3,,1078391,1078687,+,hypothetical protein,Function unknown,P9WKL9,Op628
Rv0969,ctpV,NC_000962.3,,1078743,1081055,+,copper-exporting ATPase,Inorganic ion transport and metabolism,P9WPS3,Op629
Rv0970,Rv0970,NC_000962.3,,1081052,1081684,+,integral membrane protein,Function unknown,P9WKL7,Op629
Rv0971c,echA7,NC_000962.3,,1081775,1082584,-,enoyl-CoA hydratase EchA7,Lipid transport and metabolism,P71540,Op630
Rv0972c,fadE12,NC_000962.3,,1082584,1083750,-,acyl-CoA dehydrogenase fadE12,Lipid transport and metabolism,P9WQG3,Op630
Rv0973c,accA2,NC_000962.3,,1083747,1085750,-,acetyl/propionyl-CoA carboxylase subuit alpha,Lipid transport and metabolism,P71538,Op630
Rv0974c,accD2,NC_000962.3,,1085756,1087345,-,acetyl-/propionyl-CoA carboxylase subunit beta,Lipid transport and metabolism,O86318,Op630
Rv0975c,fadE13,NC_000962.3,,1087348,1088496,-,acyl-CoA dehydrogenase FadE13,Lipid transport and metabolism,O86319,Op630
Rv0976c,Rv0976c,NC_000962.3,,1088493,1090175,-,hypothetical protein,Amino acid transport and metabolism,O86320,Op630
Rv0977,PE_PGRS16,NC_000962.3,,1090373,1093144,+,PE-PGRS family protein PE_PGRS16,Lipid transport and metabolism,Q79FU3,Op631
Rv0978c,PE_PGRS17,NC_000962.3,,1093361,1094356,-,PE-PGRS family protein PE_PGRS17,Energy production and conversion,Q79FU2,Op632
Rv0979c,Rv0979c,NC_000962.3,,1094670,1094864,-,hypothetical protein,No COG annotation,O53892,Op633
Rv0979A,rpmF,NC_000962.3,,1094886,1095059,+,50S ribosomal protein L32,"Translation, ribosomal structure and biogenesis",P9WH99,Op634
Rv0980c,PE_PGRS18,NC_000962.3,,1095078,1096451,-,PE-PGRS family protein PE_PGRS18,Function unknown,Q79FU0,Op635
Rv0981,mprA,NC_000962.3,,1096822,1097508,+,two-component response regulator MrpA,Transcription,P9WGM9,Op636
Rv0982,mprB,NC_000962.3,,1097508,1099022,+,two component histidine-protein kinase/phosphatase MprB,Signal transduction mechanisms,P9WGL1,Op636
Rv0983,pepD,NC_000962.3,,1099066,1100460,+,serine protease PepD,"Post-translational modification, protein turnover,and chaperones",O53896,Op637
Rv0984,moaB2,NC_000962.3,,1100460,1101005,+,pterin-4-alpha-carbinolamine dehydratase,Coenzyme transport and metabolism,O53897,Op637
Rv0985c,mscL,NC_000962.3,,1101025,1101480,-,large-conductance ion mechanosensitive channel,Cell wall/membrane/envelope biogenesis,P9WJN5,Op638
Rv0986,Rv0986,NC_000962.3,,1101803,1102549,+,adhesion component ABC transporter ATP-binding protein,Defense mechanisms,P9WQK1,Op639
Rv0987,Rv0987,NC_000962.3,,1102542,1105109,+,adhesion component ABC transporter permease,Defense mechanisms,O53900,Op639
Rv0988,Rv0988,NC_000962.3,,1105116,1106276,+,hypothetical protein,Function unknown,O86370,Op639
